pickup,dropoff,passengers,distance,fare,payment,pickup_zone,dropoff_zone
07-03-2019 00:19,07-03-2019 00:29,1,4.7,15,credit card,TriBeCa/Civic Center,Murray Hill
05-03-2019 20:10,05-03-2019 20:26,5,1.61,11,credit card,Penn Station/Madison Sq West,West Chelsea/Hudson Yards
22-03-2019 17:09,22-03-2019 17:20,1,1.5,9,cash,East Village,West Village
23-03-2019 00:57,23-03-2019 01:06,1,1.5,7.5,credit card,West Chelsea/Hudson Yards,West Village
20-03-2019 12:31,20-03-2019 13:12,1,12.9,42.5,credit card,Clinton East,Hillcrest/Pomonok
13-03-2019 21:51,13-03-2019 22:04,1,2.39,10.5,credit card,SoHo,Midtown South
12-03-2019 13:36,12-03-2019 13:42,2,0.7,6,credit card,Midtown Center,Upper East Side South
18-03-2019 22:26,18-03-2019 22:38,1,1.97,10.5,credit card,Lincoln Square East,Upper East Side South
13-03-2019 08:44,13-03-2019 09:26,1,17.1,50,credit card,Lower East Side,Manhattan Beach
21-03-2019 19:15,21-03-2019 19:21,1,0.7,5.5,cash,Lenox Hill West,Sutton Place/Turtle Bay North
06-03-2019 13:48,06-03-2019 14:08,1,1.31,13,credit card,Upper East Side South,Midtown Center
25-03-2019 12:29,25-03-2019 12:45,1,2.36,12,cash,Lincoln Square West,Upper East Side North
23-03-2019 20:52,23-03-2019 20:56,1,0.73,5,credit card,Midtown North,Lenox Hill West
01-03-2019 11:48,01-03-2019 11:53,2,0.49,5,cash,World Trade Center,Financial District South
03-03-2019 15:37,03-03-2019 15:53,1,1.6,11.5,credit card,East Chelsea,Garment District
31-03-2019 07:35,31-03-2019 07:47,5,2.96,11.5,credit card,Lincoln Square West,Yorkville West
25-03-2019 13:17,25-03-2019 13:26,1,1.89,8.5,credit card,Hudson Sq,Battery Park
06-03-2019 20:41,06-03-2019 20:49,1,1.5,7.5,credit card,Clinton East,West Chelsea/Hudson Yards
07-03-2019 15:12,07-03-2019 15:16,1,0.7,5,credit card,Upper West Side North,Manhattan Valley
26-03-2019 22:18,26-03-2019 22:52,1,14.4,43,credit card,Penn Station/Madison Sq West,Forest Hills
21-03-2019 13:55,21-03-2019 14:06,5,1.66,8.5,credit card,Gramercy,West Village
25-03-2019 13:07,25-03-2019 13:18,1,1.36,8.5,cash,Midtown Center,Lincoln Square East
01-03-2019 18:35,01-03-2019 18:48,1,0.6,10,credit card,Upper East Side North,Upper West Side North
28-03-2019 02:23,28-03-2019 02:29,1,0.82,6,cash,Elmhurst,Jackson Heights
13-03-2019 09:33,13-03-2019 09:50,2,1.07,11.5,credit card,Sutton Place/Turtle Bay North,Times Sq/Theatre District
28-03-2019 08:38,28-03-2019 08:49,1,1.22,8.5,credit card,Greenwich Village South,TriBeCa/Civic Center
24-03-2019 02:11,24-03-2019 02:16,1,1.13,6,credit card,Little Italy/NoLiTa,Two Bridges/Seward Park
03-03-2019 07:45,03-03-2019 08:00,1,5.1,16.5,credit card,West Chelsea/Hudson Yards,Central Park
25-03-2019 10:40,25-03-2019 10:51,1,1.54,9,credit card,SoHo,Meatpacking/West Village West
11-03-2019 06:56,11-03-2019 07:05,2,2.94,11,cash,Sunnyside,UN/Turtle Bay South
16-03-2019 17:08,16-03-2019 17:30,2,3.36,16,credit card,West Chelsea/Hudson Yards,Lenox Hill West
08-03-2019 08:31,08-03-2019 08:43,2,1.65,9.5,credit card,Lenox Hill West,Upper West Side South
16-03-2019 19:29,16-03-2019 19:41,1,3.7,12.5,cash,Murray Hill,East Harlem South
05-03-2019 09:54,05-03-2019 10:18,1,1.54,15,credit card,Clinton East,Midtown North
07-03-2019 18:15,07-03-2019 18:25,1,1.9,8.5,credit card,Union Sq,Sutton Place/Turtle Bay North
23-03-2019 19:23,23-03-2019 19:27,1,0.51,4.5,credit card,Clinton East,Clinton East
21-03-2019 12:06,21-03-2019 12:19,1,0.91,9,credit card,Garment District,West Chelsea/Hudson Yards
18-03-2019 21:43,18-03-2019 22:11,1,9.63,31,credit card,LaGuardia Airport,Manhattan Valley
30-03-2019 19:11,30-03-2019 19:23,1,1.8,10,credit card,Manhattan Valley,Yorkville West
10-03-2019 12:44,10-03-2019 12:49,2,0.8,5.5,credit card,Upper East Side South,Yorkville East
28-03-2019 15:36,28-03-2019 15:44,3,1.1,6.5,cash,West Chelsea/Hudson Yards,Clinton East
08-03-2019 16:07,08-03-2019 16:19,2,2.83,11.5,credit card,Lenox Hill West,Murray Hill
20-03-2019 09:57,20-03-2019 10:14,1,1.5,11.5,credit card,Times Sq/Theatre District,Murray Hill
05-03-2019 22:04,05-03-2019 22:12,5,2.35,9,credit card,Upper East Side South,Manhattan Valley
30-03-2019 01:21,30-03-2019 01:32,1,2.39,10,credit card,Lower East Side,Union Sq
01-03-2019 07:15,01-03-2019 07:19,1,0.4,4,credit card,Lenox Hill West,Lenox Hill East
24-03-2019 22:03,24-03-2019 22:08,1,0.9,5.5,cash,Times Sq/Theatre District,Midtown South
29-03-2019 15:06,29-03-2019 15:18,1,1.3,9,cash,Flatiron,East Village
24-03-2019 21:10,24-03-2019 21:17,1,1.13,6.5,credit card,West Village,East Village
21-03-2019 15:52,21-03-2019 16:03,1,1.6,9,cash,Upper East Side North,Lenox Hill West
04-03-2019 18:42,04-03-2019 18:43,1,0.4,3.5,credit card,Union Sq,Greenwich Village North
27-03-2019 17:14,27-03-2019 17:20,1,0.5,5.5,credit card,East Chelsea,West Chelsea/Hudson Yards
06-03-2019 15:48,06-03-2019 15:51,1,0.6,4.5,credit card,Upper East Side South,Upper East Side North
21-03-2019 16:37,21-03-2019 16:43,1,0.44,5.5,credit card,Midtown Center,Midtown North
20-03-2019 11:43,20-03-2019 12:15,1,11.99,37,cash,Midtown South,LaGuardia Airport
16-03-2019 07:14,16-03-2019 07:40,2,9.93,31,credit card,Upper West Side North,LaGuardia Airport
13-03-2019 17:27,13-03-2019 17:32,1,1,5.5,credit card,Upper East Side South,Lenox Hill East
13-03-2019 14:20,13-03-2019 14:29,1,1,7,credit card,Garment District,Midtown East
02-03-2019 11:37,02-03-2019 11:45,1,1.7,8,credit card,Times Sq/Theatre District,West Village
24-03-2019 13:05,24-03-2019 13:16,0,2,9,cash,TriBeCa/Civic Center,Brooklyn Heights
06-03-2019 12:10,06-03-2019 12:35,1,1.17,15,credit card,Murray Hill,Midtown North
06-03-2019 23:08,06-03-2019 23:19,2,1.72,9.5,credit card,Union Sq,East Village
24-03-2019 18:27,24-03-2019 18:31,1,0.69,5,credit card,UN/Turtle Bay South,Midtown Center
23-03-2019 13:07,23-03-2019 13:17,4,1.5,8.5,credit card,Union Sq,Murray Hill
26-03-2019 15:14,26-03-2019 15:46,1,10.44,32,credit card,Upper East Side South,Bronxdale
15-03-2019 17:22,15-03-2019 17:37,1,1.27,10.5,cash,TriBeCa/Civic Center,Chinatown
14-03-2019 07:50,14-03-2019 07:54,1,0.9,5,cash,Upper West Side South,Upper West Side North
12-03-2019 22:31,12-03-2019 22:34,3,1.16,5,credit card,Upper East Side South,Upper East Side North
12-03-2019 16:21,12-03-2019 16:43,1,5.69,21,cash,JFK Airport,
15-03-2019 09:52,15-03-2019 10:21,1,3.18,18,cash,Upper East Side North,Penn Station/Madison Sq West
17-03-2019 19:14,17-03-2019 19:27,1,3.3,12.5,credit card,East Chelsea,Upper West Side North
29-03-2019 12:12,29-03-2019 12:18,1,1.07,6.5,credit card,Upper West Side South,Upper East Side South
23-03-2019 18:42,23-03-2019 18:49,1,1.1,6,cash,Sutton Place/Turtle Bay North,Upper East Side South
08-03-2019 21:45,08-03-2019 22:11,4,5.2,21,credit card,Murray Hill,Woodside
08-03-2019 00:20,08-03-2019 00:34,2,2.94,12,cash,East Chelsea,Midtown North
16-03-2019 20:50,16-03-2019 20:56,1,0.97,6,credit card,Upper East Side North,Upper East Side South
27-03-2019 07:57,27-03-2019 08:07,1,1.45,8.5,credit card,Lincoln Square East,Upper East Side South
27-03-2019 22:49,27-03-2019 22:57,1,1.38,7,credit card,Times Sq/Theatre District,Midtown East
27-03-2019 20:44,27-03-2019 20:53,1,1.49,8,credit card,Upper East Side South,Lincoln Square East
17-03-2019 22:42,17-03-2019 23:04,2,3.9,16.5,cash,East Village,Clinton East
09-03-2019 10:58,09-03-2019 11:01,1,0.5,4,credit card,Little Italy/NoLiTa,Greenwich Village North
03-03-2019 10:35,03-03-2019 10:57,1,5,19.5,cash,Flatiron,Yorkville East
12-03-2019 21:29,12-03-2019 21:46,2,2,11.5,credit card,Times Sq/Theatre District,Lenox Hill East
03-03-2019 16:54,03-03-2019 17:00,1,1.4,6.5,credit card,Central Park,Lincoln Square West
18-03-2019 23:01,18-03-2019 23:38,1,11.01,37.5,credit card,Financial District North,Jackson Heights
29-03-2019 12:41,29-03-2019 12:54,2,1.93,10,cash,Upper West Side South,Yorkville East
14-03-2019 17:21,14-03-2019 17:37,1,2.7,13,cash,World Trade Center,Greenwich Village North
14-03-2019 21:26,14-03-2019 21:52,4,7.03,24,credit card,Murray Hill,Carroll Gardens
31-03-2019 00:52,31-03-2019 01:04,1,2.3,10.5,credit card,Upper West Side South,Lenox Hill East
19-03-2019 08:20,19-03-2019 08:26,1,1.1,6,credit card,Upper West Side South,Lincoln Square West
17-03-2019 16:46,17-03-2019 17:34,2,13.7,44,credit card,JFK Airport,Park Slope
12-03-2019 18:10,12-03-2019 18:44,1,8.3,28.5,credit card,Garment District,Washington Heights South
28-03-2019 22:05,28-03-2019 22:13,1,1.38,7.5,credit card,Lower East Side,Gramercy
17-03-2019 16:45,17-03-2019 17:02,2,2.73,13.5,credit card,East Chelsea,Upper West Side South
08-03-2019 11:34,08-03-2019 12:09,1,13.29,39.5,credit card,LaGuardia Airport,Greenwich Village South
10-03-2019 08:43,10-03-2019 08:47,1,0.84,5,credit card,Clinton East,East Chelsea
23-03-2019 00:24,23-03-2019 00:31,1,1.01,7,cash,Murray Hill,Garment District
30-03-2019 14:12,30-03-2019 14:20,1,0.8,6.5,credit card,Union Sq,East Chelsea
08-03-2019 21:11,08-03-2019 21:26,1,1.97,11,credit card,Greenwich Village South,Murray Hill
13-03-2019 17:20,13-03-2019 17:27,4,0.8,6.5,credit card,Times Sq/Theatre District,Midtown East
13-03-2019 09:52,13-03-2019 09:59,1,1.05,6.5,credit card,Midtown South,Union Sq
08-03-2019 00:40,08-03-2019 01:11,1,15.51,44,credit card,TriBeCa/Civic Center,West Brighton
30-03-2019 02:23,30-03-2019 02:31,1,2.64,10,credit card,TriBeCa/Civic Center,East Chelsea
19-03-2019 23:47,20-03-2019 00:30,1,16.57,46.01,credit card,Lenox Hill East,Flatlands
15-03-2019 08:54,15-03-2019 09:00,1,1.02,5.5,cash,Kips Bay,UN/Turtle Bay South
13-03-2019 16:56,13-03-2019 17:14,1,3.49,15,credit card,East Chelsea,Two Bridges/Seward Park
17-03-2019 18:50,17-03-2019 18:54,3,0.8,4.5,cash,Yorkville East,Upper East Side North
08-03-2019 23:38,08-03-2019 23:43,1,1.13,5.5,cash,Penn Station/Madison Sq West,East Chelsea
17-03-2019 07:26,17-03-2019 07:34,1,1.67,8,cash,Midtown East,Upper East Side South
31-03-2019 21:26,31-03-2019 21:36,1,1.7,8.5,credit card,Union Sq,Little Italy/NoLiTa
07-03-2019 12:01,07-03-2019 12:12,1,2.6,11,credit card,Battery Park City,East Chelsea
14-03-2019 06:18,14-03-2019 06:23,1,0.7,5,cash,Penn Station/Madison Sq West,Clinton East
20-03-2019 20:59,20-03-2019 21:02,1,0.5,4.5,credit card,Midtown North,Lincoln Square East
15-03-2019 10:16,15-03-2019 10:32,1,1.91,11.5,credit card,Midtown Center,Lenox Hill East
19-03-2019 10:39,19-03-2019 11:06,1,4.5,19.5,credit card,Mott Haven/Port Morris,Upper East Side North
27-03-2019 02:40,27-03-2019 03:01,1,5.9,21,cash,West Village,Bushwick North
08-03-2019 13:27,08-03-2019 13:46,1,1.4,12,credit card,,
13-03-2019 13:28,13-03-2019 13:45,1,0.6,10.5,credit card,East Chelsea,Clinton East
05-03-2019 17:42,05-03-2019 17:48,1,0.8,6,credit card,Flatiron,Meatpacking/West Village West
11-03-2019 22:23,11-03-2019 22:30,2,0.9,6.5,credit card,Penn Station/Madison Sq West,Murray Hill
06-03-2019 21:43,06-03-2019 21:54,1,2.05,9.5,credit card,Midtown North,Upper East Side North
27-03-2019 14:33,27-03-2019 14:54,1,0.82,12.5,credit card,Midtown Center,Times Sq/Theatre District
05-03-2019 06:25,05-03-2019 06:38,1,0.5,4.5,cash,Upper East Side South,Upper East Side North
01-03-2019 22:46,01-03-2019 22:58,1,3.3,12.5,credit card,Midtown North,Morningside Heights
13-03-2019 18:10,13-03-2019 18:17,1,0.6,6.5,credit card,Midtown North,Midtown East
21-03-2019 00:32,21-03-2019 00:39,1,1.4,7,credit card,Times Sq/Theatre District,East Chelsea
30-03-2019 16:05,30-03-2019 16:29,1,3.3,16.5,credit card,Union Sq,World Trade Center
24-03-2019 10:36,24-03-2019 11:03,1,4.09,19,cash,Battery Park City,Midtown South
27-03-2019 16:49,27-03-2019 17:35,1,9.9,36.5,cash,Midtown Center,LaGuardia Airport
31-03-2019 16:10,31-03-2019 16:11,1,0.11,52,credit card,Lincoln Square West,Clinton West
13-03-2019 09:32,13-03-2019 10:08,2,3.03,22,credit card,Penn Station/Madison Sq West,Central Park
31-03-2019 12:41,31-03-2019 12:48,1,0.8,6,cash,Hamilton Heights,Central Harlem North
09-03-2019 19:09,09-03-2019 19:17,1,2.24,8.5,credit card,Yorkville East,UN/Turtle Bay South
08-03-2019 14:51,08-03-2019 15:54,1,18.21,52,credit card,JFK Airport,Penn Station/Madison Sq West
31-03-2019 22:07,31-03-2019 22:36,1,7.62,27,credit card,LaGuardia Airport,Murray Hill
10-03-2019 17:17,10-03-2019 17:39,1,2.9,15.5,credit card,West Chelsea/Hudson Yards,SoHo
13-03-2019 23:10,13-03-2019 23:38,5,4.38,21,credit card,East Chelsea,Long Island City/Hunters Point
27-03-2019 15:15,27-03-2019 15:50,3,6.9,28,credit card,Sutton Place/Turtle Bay North,Downtown Brooklyn/MetroTech
25-03-2019 17:44,25-03-2019 17:48,3,1.1,5.5,credit card,West Chelsea/Hudson Yards,Clinton East
27-03-2019 13:11,27-03-2019 13:16,1,0.9,5.5,cash,Lincoln Square East,Lincoln Square West
09-03-2019 17:04,09-03-2019 17:16,1,1.9,10.5,credit card,Upper West Side South,Manhattan Valley
19-03-2019 14:41,19-03-2019 14:56,1,1.6,10.5,credit card,Gramercy,Little Italy/NoLiTa
30-03-2019 22:35,30-03-2019 22:45,1,1.5,8.5,credit card,Union Sq,Little Italy/NoLiTa
14-03-2019 06:40,14-03-2019 07:15,1,11.13,36.02,credit card,Fort Greene,Morningside Heights
29-03-2019 13:07,29-03-2019 13:42,5,4.7,23.5,cash,Greenwich Village North,Upper East Side North
07-03-2019 17:46,07-03-2019 18:11,1,4.77,19,cash,Upper West Side South,East Chelsea
09-03-2019 18:56,09-03-2019 19:08,2,1.78,9.5,cash,Lincoln Square West,Clinton West
27-03-2019 09:56,27-03-2019 10:37,1,4.33,25.5,credit card,Murray Hill,Hudson Sq
07-03-2019 18:13,07-03-2019 18:36,1,3.56,16.5,credit card,Lincoln Square East,Greenwich Village North
03-03-2019 17:11,03-03-2019 17:34,1,4.27,17.5,credit card,TriBeCa/Civic Center,Midtown North
20-03-2019 10:22,20-03-2019 10:34,1,0.7,8.5,credit card,Penn Station/Madison Sq West,Garment District
28-03-2019 07:29,28-03-2019 07:59,1,9.26,31.5,credit card,Sunnyside,Financial District North
19-03-2019 18:57,19-03-2019 19:09,1,1.42,9,credit card,Murray Hill,Penn Station/Madison Sq West
14-03-2019 23:31,14-03-2019 23:42,1,2.09,9.5,credit card,Penn Station/Madison Sq West,Lincoln Square East
25-03-2019 21:43,25-03-2019 21:51,1,1.6,8,credit card,Penn Station/Madison Sq West,Gramercy
06-03-2019 08:27,06-03-2019 08:44,1,1.5,11,credit card,Midtown North,Murray Hill
03-03-2019 19:41,03-03-2019 19:50,0,1.2,7,credit card,Clinton East,Midtown North
08-03-2019 09:03,08-03-2019 09:21,1,1.2,12,credit card,Midtown South,Garment District
04-03-2019 00:14,04-03-2019 00:49,2,7.8,27,cash,Greenwich Village South,Glendale
09-03-2019 15:00,09-03-2019 15:50,2,14.82,50.5,credit card,Flatiron,
12-03-2019 11:18,12-03-2019 11:28,1,1.38,8,credit card,Lincoln Square East,Central Park
15-03-2019 12:07,15-03-2019 12:21,1,2.28,11.5,cash,Lenox Hill East,Upper West Side North
09-03-2019 19:04,09-03-2019 19:08,5,0.57,4.5,credit card,Upper East Side South,Upper East Side South
15-03-2019 23:54,15-03-2019 23:58,1,0.76,5,credit card,Lower East Side,Two Bridges/Seward Park
04-03-2019 12:49,04-03-2019 12:57,2,1.23,7.5,credit card,Central Park,Lenox Hill East
05-03-2019 23:20,05-03-2019 23:43,3,7.84,25,cash,Jackson Heights,Clinton East
31-03-2019 12:47,31-03-2019 12:54,3,1.04,6.5,credit card,Upper West Side South,Lincoln Square East
20-03-2019 18:55,20-03-2019 19:08,1,1.2,9.5,credit card,Clinton West,Midtown Center
07-03-2019 21:12,07-03-2019 21:35,1,3.77,17,credit card,Gramercy,Yorkville West
23-03-2019 02:10,23-03-2019 02:16,2,1.03,6,credit card,Yorkville West,East Harlem South
25-03-2019 16:04,25-03-2019 16:48,1,13.11,52,credit card,South Jamaica,Flushing Meadows-Corona Park
27-03-2019 22:44,27-03-2019 22:49,1,1.13,6,credit card,Clinton East,West Chelsea/Hudson Yards
21-03-2019 13:40,21-03-2019 13:42,1,0.3,3.5,credit card,Penn Station/Madison Sq West,Penn Station/Madison Sq West
06-03-2019 15:37,06-03-2019 16:26,1,13.26,44,credit card,LaGuardia Airport,Crown Heights North
22-03-2019 19:33,22-03-2019 19:38,1,0.9,5.5,credit card,Murray Hill,Kips Bay
31-03-2019 02:47,31-03-2019 02:53,2,1.6,7.5,credit card,Murray Hill,Lenox Hill West
02-03-2019 21:38,02-03-2019 21:59,2,6.84,22.5,credit card,Flatiron,Central Park
12-03-2019 14:45,12-03-2019 14:56,1,0.95,8,credit card,Midtown North,Lenox Hill East
13-03-2019 15:05,13-03-2019 15:21,1,1.5,11,credit card,Murray Hill,Central Park
03-03-2019 07:21,03-03-2019 07:39,1,7.2,22,credit card,Midtown Center,World Trade Center
18-03-2019 21:16,18-03-2019 21:27,1,3,11.5,credit card,Clinton East,Upper East Side North
14-03-2019 22:32,14-03-2019 22:49,1,2.9,13,credit card,East Chelsea,East Village
03-03-2019 00:24,03-03-2019 00:56,1,4.72,22,credit card,Meatpacking/West Village West,Williamsburg (South Side)
30-03-2019 22:31,30-03-2019 23:01,1,4.66,21.5,credit card,East Chelsea,Yorkville East
08-03-2019 15:49,08-03-2019 16:12,1,1.9,15,credit card,Sutton Place/Turtle Bay North,Clinton West
30-03-2019 15:31,30-03-2019 15:34,1,0.3,4,cash,Upper West Side North,Upper West Side North
21-03-2019 00:34,21-03-2019 01:04,1,11.92,35.5,cash,Seaport,East Concourse/Concourse Village
05-03-2019 09:57,05-03-2019 10:13,3,1.79,11.5,credit card,Upper East Side North,Midtown East
16-03-2019 04:06,16-03-2019 04:16,1,3.18,11.5,credit card,East Chelsea,World Trade Center
05-03-2019 19:39,05-03-2019 19:43,1,0.7,4.5,cash,Yorkville West,Lenox Hill West
20-03-2019 08:43,20-03-2019 09:22,1,4.7,26,credit card,Sunnyside,Midtown South
29-03-2019 08:09,29-03-2019 08:15,2,1.05,6,credit card,East Chelsea,West Village
18-03-2019 19:54,18-03-2019 20:10,1,3.22,13.5,credit card,Lenox Hill East,Garment District
19-03-2019 18:23,19-03-2019 18:32,4,2.03,9,credit card,Lincoln Square West,Upper East Side South
05-03-2019 22:25,05-03-2019 22:34,1,1.27,8,credit card,Lincoln Square East,Upper West Side South
12-03-2019 19:34,12-03-2019 19:46,1,2.7,11,credit card,Lincoln Square East,Morningside Heights
04-03-2019 07:07,04-03-2019 07:11,1,0.69,5,credit card,Upper East Side North,Upper East Side North
02-03-2019 08:47,02-03-2019 08:57,1,1.55,8,credit card,West Village,East Village
05-03-2019 16:49,05-03-2019 16:54,2,0.55,5,credit card,Midtown East,Midtown Center
28-03-2019 07:13,28-03-2019 07:23,5,2.12,9.5,cash,Upper West Side South,Lenox Hill East
01-03-2019 14:39,01-03-2019 14:49,1,0.72,7.5,credit card,Midtown Center,Midtown East
13-03-2019 17:37,13-03-2019 17:57,1,3.5,15.5,cash,Midtown North,Morningside Heights
12-03-2019 22:21,12-03-2019 22:26,1,0.75,5,credit card,Midtown Center,Midtown Center
14-03-2019 19:12,14-03-2019 19:53,1,8.3,27.06,credit card,Times Sq/Theatre District,East Concourse/Concourse Village
25-03-2019 19:11,25-03-2019 19:22,2,1.77,9,credit card,Garment District,Sutton Place/Turtle Bay North
13-03-2019 11:59,13-03-2019 12:22,1,2.8,16,credit card,Upper West Side North,Upper East Side South
22-03-2019 11:09,22-03-2019 11:50,4,8.4,33,credit card,LaGuardia Airport,Times Sq/Theatre District
05-03-2019 23:52,06-03-2019 00:12,1,6.2,20,credit card,Gramercy,Central Harlem North
16-03-2019 18:46,16-03-2019 18:51,2,0.65,5,cash,Greenwich Village South,Greenwich Village South
16-03-2019 20:06,16-03-2019 20:11,3,1.38,6,credit card,Lenox Hill West,Yorkville West
11-03-2019 10:17,11-03-2019 11:03,1,26.35,130,cash,East Harlem North,
12-03-2019 20:15,12-03-2019 20:22,1,1.5,7.5,credit card,Upper West Side South,Manhattan Valley
07-03-2019 19:16,07-03-2019 19:30,1,2.6,12,credit card,Gramercy,Upper East Side South
28-03-2019 09:58,28-03-2019 10:26,1,1.7,17,credit card,Penn Station/Madison Sq West,Midtown East
23-03-2019 18:58,23-03-2019 19:05,2,0.59,6,cash,Penn Station/Madison Sq West,Flatiron
20-03-2019 11:27,20-03-2019 11:43,1,3,13,credit card,Upper West Side South,Murray Hill
26-03-2019 16:10,26-03-2019 16:14,1,0.47,4.5,credit card,Midtown Center,Midtown Center
07-03-2019 15:55,07-03-2019 16:27,2,7.34,28,credit card,LaGuardia Airport,Murray Hill
03-03-2019 11:43,03-03-2019 11:48,2,1.11,6,credit card,Little Italy/NoLiTa,East Village
05-03-2019 19:54,05-03-2019 20:08,1,1.95,10,credit card,Midtown North,Union Sq
01-03-2019 08:04,01-03-2019 08:12,1,1.1,7,credit card,Sutton Place/Turtle Bay North,Midtown Center
12-03-2019 23:40,12-03-2019 23:55,4,2.65,12.5,credit card,West Chelsea/Hudson Yards,Greenwich Village South
31-03-2019 16:41,31-03-2019 16:56,1,0.98,10,credit card,Penn Station/Madison Sq West,Kips Bay
13-03-2019 18:59,13-03-2019 19:28,5,6.08,23,credit card,Upper West Side South,Greenpoint
01-03-2019 07:16,01-03-2019 07:23,1,2,8,credit card,Gramercy,Midtown South
